Name,Phone,Address,Phone2,URL,Email,"Price Level",Class,Price,"Best Price","Average Price",Amenities
"Na Na Chart Ban Krut Resort",,"Bang Saphan Thailand",N/A,N/A,N/A,$$,3.0,"$36 - $121",,,"Free Parking,Spa,Swimming Pool"
"Ladawan Boutique",,"163 Moo 5 Mae Rum Pueng, Bang Saphan 77140 Thailand",N/A,N/A,N/A,$,3.0,"$23 - $46",,,"Beach,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites"
"Keeree Waree Seaside Villa & Spa",,"400 Moo 3, Bankrut Beach Thongchai, Bang Saphan 77180 Thailand",N/A,N/A,N/A,$,3.5,"$48 - $66",,,"Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Swimming Pool"
"Haad Sai Kaew Resort",,"Bankrut, 199 M00.9, Thongchai, Bang Saphan 77190 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Palm Hut Beach Boutique Resort",,"Moo 1 Maerumphung, Bang Saphan 77140 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Boonchu Bangburd Resort & BJ Bungalow",,"102 M.5 T.Sraithong Bangsaphannoi, Bang Saphan 77170 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Restaurant"
"Baan Grood Arcadia Resort & Spa",,"333/2 Moo 3 Thongchai, Bang Saphan 77190 Thailand",N/A,N/A,N/A,$,3.5,"$37 - $210",,,"Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Swimming Pool"
"Baan Klang Aow Beach Resort",,"300 Moo 3 Thongchai, Bang Saphan 77140 Thailand",N/A,N/A,N/A,$,0.0,"$55 - $70",,,"Free Parking,Children Activities ( Kid / Family Friendly ),Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Spa"
"Bansaithong Beach Resort",,"15/4 Moo 5 T.Saithong,A.Bangsaphannoi, Prajoubkirikhan, Bang Saphan 77170 Thailand",N/A,N/A,N/A,$,0.0,"$45 - $62",,,"Free Parking,Restaurant,Shuttle Bus service,Spa,Swimming Pool"
"Serene Sands Health Resort",,"157/1 Moo 2 Street, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,3.0,"$31 - $90",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Swimming Pool"
"Siam View Residence",,"304/1 Moo 9, Pattaya Klang 12 Rd. Nongprue, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,3.0,"$23 - $47",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Room Service,Suites,Swimming Pool,Wheelchair access"
"JP Villa Pattaya",,"185/33 Moo.6 Soi.Photisan Naklua, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,3.0,"$23 - $37",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Swimming Pool"
"Baron Beach Hotel",,"525/1 Moo.10 Soi 9 Beach Rd,Nongprue, Bang Lamung 25150 Thailand",N/A,N/A,N/A,$,3.0,"$44 - $78",,,"Bar / Lounge,Restaurant,Room Service,Spa,Swimming Pool"
"Villa Thongbura",,"221/100 Moo 12 Soi Thepprasit 17 Thepprasit Rd. Nongprue, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,3.0,"$60 - $70",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Parking,Restaurant,Room Service,Shuttle Bus service,Swimming Pool"
"Duan Nam Ing Hotel",,"420/42 Soi Buakhao,Nongprue, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,0.0,"$25 - $32",,,"Bar / Lounge,Restaurant,Room Service,Swimming Pool,Airport Transportation"
"Golden Beach",,"519/27 Moo 10, Pattaya 2nd Road Pattaya, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,3.0,"$33 - $73",,,"Bar / Lounge,Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Swimming Pool"
"R-Con Wong Amat Suite",,"677 Moo 5 Naklua, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,0.0,"$33 - $73",,,"Free Parking,Kitchenette,Swimming Pool"
"Sun City Pattaya",,"557 Moo 10  Pratamnuk Road, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,3.5,"$40 - $76",,,"Bar / Lounge,Beach,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access"
"Valentines Guest House",,"312 / 44 - 45 Soi Lengkee Nongprue, Bang Lamung 20260 Thailand",N/A,N/A,N/A,$,0.0,"$18 - $20",,,
"LK Crystal Place",,"168/44 M.10 Soi. Korphai 8, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,3.0,"$36 - $62",,,"Room Service,Swimming Pool"
"The Magnolias Pattaya Boutique Resort",,"4/6 Moo 9 Mab Prachan Reservoir Tambon Pong Ampur Bang-Lamung, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,3.0,"$23 - $43",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Pets Allowed ( Dog / Pet Friendly ),Room Service,Swimming Pool"
"J.A.Siam City Hotel",,"222/9-12 Moo 6 Sukhumvit Road Naklua, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,0.0,"$32 - $63",,,"Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Swimming Pool"
"CK Terrace Pattaya",,"Soi 4, Pattaya Beach Rd, Nong Prue, Bang Lamung Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"More Apartment",,"60/148 Moo 9, Pattaya 3rd Road Nongprue, Bang Lamung 20260 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Priviledge Suites",,"231/19 Moo.10, Pattaya 2nd Rd. Nongprue, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,2.5,$50,N/A,N/A,
"Chomwana Resort & Horse Club",,"449/12 Moo 10 Huaiyai, Bang Lamung Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Bar / Lounge,Beach,Casino and Gambling,Children Activities ( Kid / Family Friendly ),Restaurant,Swimming Pool,Airport Transportation"
"At Mind Serviced Residence",,"99/1-2 Moo 9 Nongprue, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,4.0,"$49 - $116",,,"Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Swimming Pool"
"Crystal Palace Hotel",,"284/68 Moo 5 Pattaya-Naklua Rd, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,3.5,"$35 - $56",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Parking,Restaurant,Room Service,Swimming Pool,Wheelchair access"
"Lake Villas Resort",,"64/37 Moo 4 Soi Pornprapanimitr 32 near Soi Siam Country Club, Nong Prue, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,3.0,"$14 - $28",,,"Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Room Service,Shuttle Bus service,Swimming Pool,Airport Transportation"
"SP Boutique Hotel",,"419/57 M.9 Soi Sukhumvit 51 Nongprue, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,0.0,"$28 - $40",,,"Bar / Lounge,Free Parking,Swimming Pool"
"Twinsap Resident",,"158/16 Moo 9, Soi 36, Sukhumvit Road Nongprue, Bang Lamung 20150 Thailand",N/A,N/A,N/A,$,0.0,"$35 - $37",,,"Swimming Pool"
"The Holiday Mansion",,"368/2 Soi Chalermprakiat 13, Pattaya 3rd Road Nong Prue, Bang Lamung 20260 Thailand",N/A,N/A,N/A,$,3.0,"$32 - $53",,,
"Bangkok Golf Spa Resort",,"99/3 Moo 2,Tiwanon Road,Bangkadi, Pathum Thani 12000 Thailand",N/A,N/A,N/A,$,3.0,"$44 - $139",,,
"Asia Airport Hotel",,"99/2 Moo 8 Phaholyothin Road, Lam Luk Ka 12130 Thailand",N/A,N/A,N/A,$,3.5,"$52 - $78",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Swimming Pool"
"Pinehurst Golf Club and Hotel",,"73 Moo 17 Phaholyotin Road, Klong Nueng, Amphur Klong Luang, Pathum Thani 12120 Thailand",N/A,N/A,N/A,$,0.0,"$42 - $46",,,
"Pathum Thani Place Hotel",,"123 Moo1 Tiwanon Rd, Tambon Bangkadi, Pathum Thani 12000 Thailand",N/A,N/A,N/A,$,3.0,"$34 - $40",,,"Bar / Lounge,Free Parking,Restaurant"
"Majestic View Hotel",,"Rungsit Road Tanyaburi 60/59 ถ.รั งสิต-นครนายก คลอง7 ต. ลำผักกูด อ.ธั ญบุรี จ. ปทุมธานี, Pathum Thani 12110 Thailand",N/A,N/A,N/A,$,0.0,"$28 - $37",,,"Bar / Lounge,Free Breakfast,Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service"
"Valaya Hotel Pathumthani",,"13180, Pathum Thani Thailand",N/A,N/A,N/A,$,0.0,"$29 - $31",,,"Restaurant,Room Service,Swimming Pool"
"Boss Hotel",,"16 Moo 10, Thanyaburi Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Navanakorn Golden View Hotel",,"110/10 Moo 13 Phaholyothin Rd., Tambon Khlong Nueng, Pathum Thani 12120 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Free Parking,Room Service,Airport Transportation"
"Mae Jo Golf Club and Resort",,"112 Moo 7 Ban Sriboonruang, Pa Phai, San Sai 50210 Thailand",N/A,N/A,N/A,$,3.5,"$28 - $57",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool"
"Inpawa Hotel",,"922 Sukapiban 2 Rd, Ban Phai 40110 Thailand",N/A,N/A,N/A,$,0.0,"$35 - $38",,,
"Yuu Heng Hotel",,"331-333 Rachanukul Road, M.2 T.Naimuang,A. Banpai, Ban Phai 40110 Thailand",N/A,N/A,N/A,,0.0,$0,,,
"Rainbow Hill Hotel",,"126 M. 13 Ban Khok Tabek Tambol Isan Khet, Chaloem Phra Kiat 31110 Thailand",N/A,N/A,N/A,$,0.0,"$23 - $25",,,
"Amari Vogue Krabi",,"149 Moo 3, Nong Thale, Krabi Town 81000 Thailand",N/A,http://www.amari.com/vogue/?utm_source=tripadvisor&utm_medium=bl&utm_content=website&utm_campaign=AVK,reservations.vogue@amari.com,$$$,4.5,"$144 - $468",$119,$293,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"The Tubkaak Krabi Boutique Resort","+66 75 628 400","123 Moo 3, Tumbol Nongtalay, Nong Thale, Krabi Town 81000 Thailand","+66 75 628 400",http://www.tubkaakresort.com/,hotel@tubkaakresort.com,$$$$,4.5,"$163 - $408",$138,$321,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Nakamanda Resort & Spa",,"126 Moo 3 Klong Muang Beach Tambol Nongtalay, Amphur Muang, Nong Thale, Krabi Town 81000 Thailand",N/A,N/A,N/A,$$,5.0,"$125 - $322",$111,$199,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Phulay Bay, A Ritz Carlton Reserve",800-542-8680,"111 Moo 3 Nongthalay, Muang, Nong Thale, Krabi Town 81000 Thailand",800-542-8680,http://ad.doubleclick.net/clk;280406832;107295805;f?http://mobile.ritzcarlton.com/mt/www.ritzcarlton.com/en/Properties/PhulayBay/Default.htm?utm_campaign=R11918&pid=rccorpta,N/A,$$$$,5.0,"$425 - $1,298",$385,$645,"Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Sheraton Krabi Beach Resort","+66 75 628 000","155 Moo 2, Nong Thale, Krabi Town 81000 Thailand","+66 75 628 000",N/A,sheraton.krabi@sheraton.com,$$$,4.5,"$121 - $431",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Sofitel Krabi Phokeethra Golf & Spa Resort","66 7562 7800","Khlong Muang Beach Nong Thalay, Nong Thale, Krabi Town 81000 Thailand","66 7562 7800",http://logp3.xiti.com/gopc.url?xts=201912&xtor=adc-5107-[Tripadvisor]-[TH]-[0]-[0]-[0]&url=http://www.sofitel.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6184&merchantid=PAR-TH&sourceid=Trip-6184-BusList,N/A,$$$,4.5,"$111 - $466",$127,$226,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Beyond Resort Krabi",,"98 Moo 3, Klong Muang Beach, Nong Thale, Krabi Town 81000 Thailand",N/A,N/A,N/A,$$,4.0,"$71 - $373",$65,$173,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Tup Kaek Sunset Beach Resort and Spa",,"109 Moo 3, Tup Kaek Beach Nong Thale, Nong Thale, Krabi Town 81000 Thailand",N/A,N/A,N/A,$$,3.0,"$71 - $190",$70,$139,"Bar / Lounge,Beach,Free Parking,Restaurant,Room Service,Swimming Pool,Wheelchair access"
"Anyavee Tubkaek Beach Resort",,"146 Moo 3,, Nong Thale, Krabi Town 81000 Thailand",N/A,N/A,N/A,$$,4.5,"$62 - $276",$52,$148,"Beach,Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool"
"Klong Muang Inn",,"36 / 13 Moo 3 Nong Thale Klong Muang, Nong Thale, Krabi Town 81000 Thailand",N/A,N/A,N/A,$,0.0,"$24 - $38",$22,$36,"Bar / Lounge,Free Parking,Restaurant,Shuttle Bus service"
"Baan Leelavadee",,"135 moo3, Klong Muang Beach Nong Talay, Muang, Nong Thale, Krabi Town 81000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"The Elements Krabi Resort",,"189 Moo 3, Klong Muang Beach, T. NongTalay, A. Muang, Nong Thale, Krabi Town 81000 Thailand",N/A,N/A,N/A,$$,4.0,"$105 - $198",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Check Inn Resort Krabi",,"197 Moo 2, Khlong Muang Beach, Nong Thale, Krabi Town 81000 Thailand",N/A,N/A,N/A,$,2.0,"$20 - $44",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Oriental Residence Bangkok",,"110 Wireless Road Lumpini, Bangkok 10330 Thailand",N/A,http://www.oriental-residence.com/?utm_source=tripadvisor&utm_medium=bl&utm_content=website&utm_campaign=ORB,reservations@oriental-residence.com,$$,5.0,"$142 - $214",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Airport Transportation"
"Sheraton Grande Sukhumvit, A Luxury Collection Hotel",,"250 Sukhumvit Road, Bangkok 10110 Thailand",N/A,http://www.starwoodhotels.com/luxury/property/overview/index.html?propertyID=357&EM=TRIPBUSS_BL_357_LC_AP,grande.sgs@luxurycollection.com,$$,5.0,"$167 - $265",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Shangri-La Hotel,Bangkok",,"89 Soi Wat Suan Plu, New Road Bangrak, Bangkok 10500 Thailand",N/A,http://www.shangri-la.com/bangkok/shangrila/?WT.mc_id=SLBK_201311_GLOBAL_TRAVELWEBSITE_TRIPADVISOR_BANNER_BUSINESSLISTING_HOTEL_E,slbk@shangri-la.com,$$$,5.0,"$186 - $358",$189,$209,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Chatrium Hotel Riverside Bangkok",,"28 Charoenkrung Soi 70 Bangkholame, Bangkok 10120 Thailand",N/A,N/A,N/A,$$,4.5,"$80 - $192",$99,$114,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Restaurant,Room Service,Spa,Suites,Wheelchair access"
"InterContinental Bangkok",877-859-5095,"973 Ploenchit Road Lumphini, Pathum Wan, Bangkok 10330 Thailand",877-859-5095,http://www.intercontinental.com/redirect?path=hd&brandCode=ic&hotelCode=bkkhb&regionCode=1&localeCode=en&cm_mmc=mdpr-_-TripAdvisorUS-_-BLwebsite-_-IC_BKKHB&_PMID=99618083,N/A,$$$,5.0,"$167 - $297",$184,$217,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"JW Marriott Hotel Bangkok",,"4 Sukhumvit Road, Soi 2, Bangkok 10110 Thailand",N/A,http://ad.doubleclick.net/clk;242237991;70215307;d?http://www.marriott.com/BKKDT?scid=b661a3c4-9c47-48c8-9e13-75b66089dd79&pid=corptbta,N/A,$$,5.0,"$147 - $246",$143,$180,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Sukhumvit Park, Bangkok - Marriott Executive Apartments",,"90 Sukhumvit Soi 24 Khlongton, Khlongtoei, Bangkok 10110 Thailand",N/A,N/A,N/A,$$,4.5,"$111 - $159",$99,$122,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Glow Pratunam Hotel",,"919 Petchburi Road Thanon Phayathai, Rajthewee, Bangkok 10400 Thailand",N/A,N/A,N/A,$,3.5,"$72 - $131",$115,$99,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access"
"Renaissance Bangkok Ratchaprasong Hotel",,"518/8 Ploenchit Road Lumpini, Bangkok 10330 Thailand",N/A,http://ad.doubleclick.net/clk;242237991;70215307;d?http://www.marriott.com/BKKBR?scid=b661a3c4-9c47-48c8-9e13-75b66089dd79&pid=corptbta,N/A,$$,5.0,"$122 - $232",$118,$142,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Sathorn Vista, Bangkok - Marriott Executive Apartments",,"1 Sathorn Soi 3, South Sathorn Road Thungmahamek, Sathorn, Bangkok 10120 Thailand",N/A,N/A,N/A,$$,4.5,"$111 - $169",$105,$123,"Bar / Lounge,Beverage Selection,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"The St. Regis Bangkok",,"159, Rajadamri Road Lumpini Sub-District, Bangkok 10330 Thailand",N/A,N/A,N/A,$$$,5.0,"$204 - $436",,,"Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Royal Orchid Sheraton Hotel & Towers","+66 2 266 0123","2 Charoen Krung Road Soi 30 Siphya, Bangrak, Bangkok 10500 Thailand","+66 2 266 0123",http://www.royalorchidsheraton.com?EM=TRIPBUSS_BL_172_SI_AP,00172.info@sheraton.com,$$,5.0,"$108 - $244",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Khaosan Baan Thai",,"11/1 Samsen Soi 3, Phranakorn, Bangkok 10200 Thailand",N/A,N/A,N/A,$,0.0,"$13 - $22",$21,$17,"Free Breakfast,Free High Speed Internet ( Wi-Fi ),Airport Transportation"
"W Bangkok","+66 2 344 4000","106 North Sathorn Road Silom, Bangrak, Bangkok 10500 Thailand","+66 2 344 4000",N/A,whotels.bangkok@whotels.com,$$,5.0,"$163 - $236",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Pets Allowed ( Dog / Pet Friendly ),Room Service,Spa,Swimming Pool"
"Plaza Athenee Bangkok, A Royal Meridien Hotel","+66 2 650 8800","61 Wireless Road (Witthayu) Ploenchit Skytrain Station, Bangkok 10330 Thailand","+66 2 650 8800",http://www.plazaatheneebangkok.com/?EM=TRIPBUSS_BL_1846_MD_AP,N/A,$$,5.0,"$140 - $225",,,"Bar / Lounge,Beverage Selection,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Smart Suites",,"43 / 17 Sukhumvit 11, Bangkok 10110 Thailand",N/A,N/A,N/A,$,3.0,"$31 - $74",$33,$46,"Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Wheelchair access"
"DoubleTree by Hilton Sukhumvit",6626496666,"18/1 Soi Sukhumvit26, Sukhumvit Road Khlong Ton, Khlong Toei, Bangkok 10110 Thailand",6626496666,http://ad.doubleclick.net/ddm/clk/282248903;109041611;w?http://hilton.co.th/bangkok-hotels/doubletree-sukhumvit-bangkok-hotel/index.html?WT.mc_id=zMWWAAA0EA1WW2DMH3Meta4DGGeneric7GW842004&utm_source=intlmeta&utm_medium=intlmeta&utm_campaign=intlmeta,N/A,$$,4.5,"$81 - $147",$117,$122,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access"
"Adelphi Suites Bangkok",,"Bts Nana Station | 6 Sukhumvit Soi 8, Bangkok 10110 Thailand",N/A,N/A,N/A,$,4.0,"$81 - $177",$180,$96,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool"
"Courtyard by Marriott Hotel Bangkok",,"155 / 1 Soi Mahadlekluang 1, Rajdamri Road, Bangkok 10330 Thailand",N/A,http://ad.doubleclick.net/clk;242237991;70215307;d?http://www.marriott.com/BKKCY?scid=b661a3c4-9c47-48c8-9e13-75b66089dd79&pid=corptbta,N/A,$$,4.0,"$86 - $145",$80,$106,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Four Points By Sheraton Bangkok, Sukhumvit 15",,"4 Sukhumvit 15, Sukhumvit Road Klongtoey-Nua, Wattana, Bangkok 10110 Thailand",N/A,N/A,N/A,$$,4.0,"$99 - $155",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access"
"Millennium Hilton Bangkok","+66 2 442 2000","123 Charoennakorn Road Khlongtonsai, Khlongsan, Bangkok 10600 Thailand","+66 2 442 2000",http://ad.doubleclick.net/ddm/clk/282247153;109040116;r?http://hilton.co.th/bangkok-hotels/millennium-hilton-bangkok-hotel/index.html?WT.mc_id=zMWWAAA0EA1WW2DMH3Meta4DGGeneric7GW842004&utm_source=intlmeta&utm_medium=intlmeta&utm_campaign=intlmeta,N/A,$$,4.5,"$92 - $196",$124,$172,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
